2018-01-02	4.1701
2018-01-03	4.1673
2018-01-04	4.1515
2018-01-05	4.1544
2018-01-08	4.1647
2018-01-09	4.1779
2018-01-10	4.1784
2018-01-11	4.1758
2018-01-12	4.1669
2018-01-15	4.1696
2018-01-16	4.1825
2018-01-17	4.1739
2018-01-18	4.1663
2018-01-19	4.175
2018-01-22	4.1696
2018-01-23	4.1712
2018-01-24	4.1637
2018-01-25	4.1493
2018-01-26	4.1477
2018-01-29	4.1423	<--MIN
2018-01-30	4.1461
2018-01-31	4.1488
2018-02-01	4.1504
2018-02-02	4.1615
2018-02-05	4.1585
2018-02-06	4.1547
2018-02-07	4.1593
2018-02-08	4.1733
2018-02-09	4.2024
2018-02-12	4.1846
2018-02-13	4.1764
2018-02-14	4.1716
2018-02-15	4.153
2018-02-16	4.1559
2018-02-19	4.1467
2018-02-20	4.1472
2018-02-21	4.1562
2018-02-22	4.1811
2018-02-23	4.1738
2018-02-26	4.1717
2018-02-27	4.17
2018-02-28	4.1779
2018-03-01	4.1854
2018-03-02	4.1986
2018-03-05	4.1895
2018-03-06	4.1891
2018-03-07	4.1922
2018-03-08	4.2024
2018-03-09	4.1989
2018-03-12	4.1942
2018-03-13	4.2097
2018-03-14	4.2114
2018-03-15	4.2168
2018-03-16	4.2162
2018-03-19	4.2176
2018-03-20	4.2242
2018-03-21	4.2416
2018-03-22	4.2261
2018-03-23	4.2295
2018-03-26	4.2316
2018-03-27	4.2164
2018-03-28	4.2097
2018-03-29	4.2093
2018-03-30	4.2085
2018-04-03	4.2094
2018-04-04	4.2065
2018-04-05	4.207
2018-04-06	4.1984
2018-04-09	4.1967
2018-04-10	4.199
2018-04-11	4.1911
2018-04-12	4.1882
2018-04-13	4.1769
2018-04-16	4.1628
2018-04-17	4.1582
2018-04-18	4.1677
2018-04-19	4.1665
2018-04-20	4.1724
2018-04-23	4.1802
2018-04-24	4.198
2018-04-25	4.2159
2018-04-26	4.2392
2018-04-27	4.2259
2018-04-30	4.2204
2018-05-02	4.2675
2018-05-04	4.2771
2018-05-07	4.2513
2018-05-08	4.2662
2018-05-09	4.279
2018-05-10	4.2473
2018-05-11	4.2569
2018-05-14	4.2615
2018-05-15	4.2823
2018-05-16	4.2893
2018-05-17	4.2868
2018-05-18	4.2958
2018-05-21	4.2991
2018-05-22	4.2812
2018-05-23	4.3037
2018-05-24	4.2953
2018-05-25	4.3022
2018-05-28	4.3031
2018-05-29	4.3056
2018-05-30	4.3195
2018-06-01	4.3146
2018-06-04	4.2931
2018-06-05	4.2804
2018-06-06	4.2829
2018-06-07	4.2634
2018-06-08	4.2912
2018-06-11	4.2717
2018-06-12	4.2776
2018-06-13	4.282
2018-06-14	4.2757
2018-06-15	4.2802
2018-06-18	4.2887
2018-06-19	4.3113
2018-06-20	4.3171
2018-06-21	4.3323
2018-06-22	4.3149
2018-06-25	4.3242
2018-06-26	4.3372
2018-06-27	4.343
2018-06-28	4.3566
2018-06-29	4.3616
2018-07-02	4.3899
2018-07-03	4.3978	<--MAX
2018-07-04	4.3969
2018-07-05	4.3833
2018-07-06	4.36
2018-07-09	4.338
2018-07-10	4.3356
2018-07-11	4.3322
2018-07-12	4.3262
2018-07-13	4.3302
2018-07-16	4.3076
2018-07-17	4.2998
2018-07-18	4.3036
2018-07-19	4.3155
2018-07-20	4.3275
2018-07-23	4.3262
2018-07-24	4.3256
2018-07-25	4.3035
2018-07-26	4.2927
2018-07-27	4.2945
2018-07-30	4.2836
2018-07-31	4.2779
2018-08-01	4.2758
2018-08-02	4.2745
2018-08-03	4.2758
2018-08-06	4.2672
2018-08-07	4.2554
2018-08-08	4.2619
2018-08-09	4.2715
2018-08-10	4.2942
2018-08-13	4.3094
2018-08-14	4.3001
2018-08-16	4.3105
2018-08-17	4.3061
2018-08-20	4.2997
2018-08-21	4.3101
2018-08-22	4.2937
2018-08-23	4.2868
2018-08-24	4.2801
2018-08-27	4.2748
2018-08-28	4.2732
2018-08-29	4.2871
2018-08-30	4.2917
2018-08-31	4.2953
2018-09-03	4.2954
2018-09-04	4.3073
2018-09-05	4.3183
2018-09-06	4.3218
2018-09-07	4.3079
2018-09-10	4.3138
2018-09-11	4.3077
2018-09-12	4.3103
2018-09-13	4.3126
2018-09-14	4.3093
2018-09-17	4.2968
2018-09-18	4.303
2018-09-19	4.2929
2018-09-20	4.2912
2018-09-21	4.2929
2018-09-24	4.3092
2018-09-25	4.2939
2018-09-26	4.2865
2018-09-27	4.2814
2018-09-28	4.2714
2018-10-01	4.2795
2018-10-02	4.2975
2018-10-03	4.2949
2018-10-04	4.309
2018-10-05	4.3117
2018-10-08	4.3112
2018-10-09	4.319
2018-10-10	4.3082
2018-10-11	4.3179
2018-10-12	4.3022
2018-10-15	4.2927
2018-10-16	4.2919
2018-10-17	4.2936
2018-10-18	4.2966
2018-10-19	4.3049
2018-10-22	4.2922
2018-10-23	4.2984
2018-10-24	4.3036
2018-10-25	4.3123
2018-10-26	4.3125
2018-10-29	4.3164
2018-10-30	4.3258
2018-10-31	4.3313
2018-11-02	4.3244
2018-11-05	4.3144
2018-11-06	4.3115
2018-11-07	4.2972
2018-11-08	4.2951
2018-11-09	4.2901
2018-11-12	4.2962
2018-11-13	4.2994
2018-11-14	4.2954
2018-11-15	4.297
2018-11-16	4.295
2018-11-19	4.3242
2018-11-20	4.3314
2018-11-21	4.307
2018-11-22	4.3064
2018-11-23	4.2972
2018-11-26	4.2883
2018-11-27	4.2919
2018-11-28	4.2994
2018-11-29	4.29
2018-11-30	4.2904
2018-12-03	4.2818
2018-12-04	4.281
2018-12-05	4.2896
2018-12-06	4.2919
2018-12-07	4.2845
2018-12-10	4.2911
2018-12-11	4.2982
2018-12-12	4.2993
2018-12-13	4.2937
2018-12-14	4.3021
2018-12-17	4.2906
2018-12-18	4.2853
2018-12-19	4.2846
2018-12-20	4.2849
2018-12-21	4.2889
2018-12-24	4.2832
2018-12-27	4.286
2018-12-28	4.2969
2018-12-31	4.3
